Date,Open,High,Low,Close,Adj Close,Volume,Day of Week,Change
1/15/2016,20.24,20.24,18.48,19.889999,19.889999,921200,6,-0.019379797
1/19/2016,21.43,21.549999,20.18,20.299999,20.299999,883500,3,0.083459029
1/20/2016,20,20.950001,18.610001,20.530001,20.530001,502600,4,0.032019805
1/21/2016,20.93,23.4,20.559999,22.790001,22.790001,1102800,5,0.139795366
1/22/2016,23.469999,23.709999,22.639999,23.07,23.07,782000,6,0.040368493
1/25/2016,23.129999,23.68,22.66,23.129999,23.129999,338000,2,0.026441266
1/26/2016,23.440001,23.51,22.385,23.09,23.09,175600,3,0.016428924
1/27/2016,22.92,23.24,22,22,22,289000,4,0.006496319
1/28/2016,22.27,22.9,22.01,22.5,22.5,315300,5,0.040909091
1/29/2016,22.49,23.299999,22.370001,23.219999,23.219999,538400,6,0.035555511
2/1/2016,23.26,23.709999,22.860001,23.530001,23.530001,373400,2,0.021102499
2/2/2016,23.27,23.514999,22.190001,22.620001,22.620001,538700,3,-0.000637569
2/3/2016,22.889999,23.030001,21.719999,23,23,555800,4,0.018125552
2/4/2016,22.860001,23.790001,22.809999,23.48,23.48,363700,5,0.03434787
2/5/2016,23.33,23.434999,21.27,21.870001,21.870001,1391800,6,-0.001916567
2/8/2016,21.52,21.75,19.92,20.379999,20.379999,623700,2,-0.005487014
2/9/2016,20.32,21.030001,19.690001,19.85,19.85,392700,3,0.031894113
2/10/2016,20.01,20.57,19.844999,19.969999,19.969999,160200,4,0.03627204
2/11/2016,19.5,19.99,18.9,19.370001,19.370001,212600,5,0.001001552
2/12/2016,19.389999,19.85,18.58,19.33,19.33,495200,6,0.024780536
2/16/2016,20.540001,21.42,19.82,20.5,20.5,1185100,3,0.10812209
2/17/2016,24.290001,24.809999,21.639999,22.370001,22.370001,3491400,4,0.210243854
2/18/2016,22.99,23.17,20.549999,20.59,20.59,1458500,5,0.035762135
2/19/2016,20.219999,20.75,19.84,20.57,20.57,638600,6,0.007770763
2/22/2016,20.799999,21.389999,20.610001,21.209999,21.209999,764000,2,0.039863831
2/23/2016,21.059999,21.370001,19.51,20.040001,20.040001,1305800,3,0.007543706
2/24/2016,19.77,21.190001,19.68,21.02,21.02,971500,4,0.057385227
2/25/2016,21.33,21.83,20.77,21.66,21.66,1271500,5,0.038534729
2/26/2016,21.690001,22.120001,21.32,22,22,1106200,6,0.02123735
2/29/2016,22.030001,22.9,21.9,22.379999,22.379999,648100,2,0.040909091
3/1/2016,22.67,22.870001,22.01,22.690001,22.690001,692700,3,0.021894639
3/2/2016,22.639999,24.440001,22.469999,24.360001,24.360001,1495800,4,0.077126484
3/3/2016,24.360001,25.709999,23.674999,24.27,24.27,1210500,5,0.055418635
3/4/2016,24.51,25.5,24.4,25.16,25.16,877200,6,0.050679852
3/7/2016,25,25.91,24.77,25.870001,25.870001,861900,2,0.029809221
3/8/2016,26.209999,26.99,25.950001,26.790001,26.790001,1348200,3,0.04329335
3/9/2016,26.91,26.91,26.02,26.07,26.07,949900,4,0.004479246
3/10/2016,26.43,26.450001,25.309999,25.389999,25.389999,490600,5,0.01457618
3/11/2016,25.75,26.77,25.639999,26.700001,26.700001,634700,6,0.054352149
3/14/2016,26.93,27,26.25,26.58,26.58,215000,2,0.011235917
3/15/2016,26.35,26.454,25.656,25.83,25.83,269300,3,-0.004740406
3/16/2016,25.84,26.950001,25.57,26.799999,26.799999,401000,4,0.043360472
3/17/2016,26.889999,27.24,26.559999,27.15,27.15,560800,5,0.016417948
3/18/2016,28.09,28.780001,27.52,28.49,28.49,1456300,6,0.060036869
3/21/2016,28.48,28.629999,27.65,28.040001,28.040001,408200,2,0.00491397
3/22/2016,27.76,28.139999,27.059999,27.51,27.51,668200,3,0.003566262
3/23/2016,27.280001,27.59,26.09,26.200001,26.200001,381600,4,0.002908033
3/24/2016,27.5,27.780001,26.120001,26.99,26.99,682300,5,0.060305341
3/28/2016,27.68,27.809999,26.879999,27.59,27.59,544400,2,0.030381586
3/29/2016,27.530001,28.08,27.35,27.969999,27.969999,403000,3,0.017760058
3/30/2016,28.25,28.620001,27.74,27.77,27.77,544100,4,0.023239257
3/31/2016,27.959999,28.599001,27.959999,28.209999,28.209999,531100,5,0.029852395
4/1/2016,27.879999,28.67,27.565001,28.450001,28.450001,652800,6,0.01630631
4/4/2016,29.02,29.989,28.75,29.299999,29.299999,1619700,2,0.054094866
4/5/2016,29.24,29.24,28.639999,28.75,28.75,558700,3,-0.002047748
4/6/2016,28.83,29.74,28.780001,29.5,29.5,493800,4,0.034434783
4/7/2016,29.469999,29.690001,28.941,29.209999,29.209999,320300,5,0.006440712
4/8/2016,29.42,30,29.24,29.549999,29.549999,443400,6,0.027045568
4/11/2016,29.940001,30.01,29.5,29.52,29.52,568600,2,0.01556687
4/12/2016,29.5,30.09,29.280001,29.77,29.77,408000,3,0.019308943
4/13/2016,29.959999,30.280001,29.75,29.799999,29.799999,494900,4,0.017131374
4/14/2016,30.27,30.99,29.85,30.959999,30.959999,626000,5,0.039932921
4/15/2016,31.02,31.09,30.549999,30.969999,30.969999,290400,6,0.004198999
4/18/2016,31.07,31.950001,30.23,31.530001,31.530001,620800,2,0.031643592
4/19/2016,31.93,32.389999,31.5,32.049999,32.049999,483800,3,0.027275546
4/20/2016,32.259998,32.310001,31.5,31.5,31.5,442100,4,0.008112387
4/21/2016,31.65,31.959999,31.35,31.530001,31.530001,262900,5,0.014603143
4/22/2016,31.530001,31.99,31.200001,31.809999,31.809999,224200,6,0.014589248
4/25/2016,31.9,31.988001,30.799999,31.129999,31.129999,325800,2,0.005595788
4/26/2016,31.389999,31.59,30.889999,31.469999,31.469999,216700,3,0.014776775
4/27/2016,31.49,32,31.25,31.83,31.83,240700,4,0.016841469
4/28/2016,32.060001,32.099998,31.49,31.75,31.75,282500,5,0.008482501
4/29/2016,31.860001,32.279999,31.65,31.85,31.85,365200,6,0.016692882
5/2/2016,31.879999,31.879999,30.82,31.41,31.41,506300,2,0.000941884
5/3/2016,31,31.343,30.65,30.74,30.74,424800,3,-0.002133079
5/4/2016,30.73,31.139999,28.049999,29.610001,29.610001,1839100,4,0.013012329
5/5/2016,29.530001,29.799999,28.1,28.52,28.52,1054600,5,0.006416683
5/6/2016,28.4,28.4,27.43,27.719999,27.719999,728800,6,-0.004207574
5/9/2016,27.43,27.5,25.700001,26.459999,26.459999,1623600,2,-0.007936472
5/10/2016,26.57,26.74,26.16,26.629999,26.629999,585100,3,0.010582049
5/11/2016,26.629999,26.629999,25.959999,26.27,26.27,410300,4,0
5/12/2016,26.309999,27.139999,26.309999,26.950001,26.950001,633000,5,0.033117587
5/13/2016,26.91,27.18,24.959999,26.290001,26.290001,396600,6,0.008534285
5/16/2016,26.440001,26.6,26.01,26.16,26.16,520800,2,0.011791517
5/17/2016,26.17,26.950001,26.01,26.799999,26.799999,688700,3,0.030198815
5/18/2016,26.65,27.48,26.15,26.34,26.34,625300,4,0.025373173
5/19/2016,26.07,26.290001,25.700001,25.969999,25.969999,760400,5,-0.001898216
5/20/2016,26,26.389999,26,26.1,26.1,366600,6,0.016172507
5/23/2016,26.15,27.290001,26.09,26.82,26.82,712700,2,0.045593908
5/24/2016,26.68,27.370001,26.41,27.059999,27.059999,843300,3,0.020507122
5/25/2016,27.1,28.33,27.040001,28.200001,28.200001,924100,4,0.046932781
5/26/2016,28.4,28.4,27.6,27.76,27.76,363800,5,0.007092163
5/27/2016,27.67,28.690001,27.620001,28.57,28.57,397800,6,0.033501477
5/31/2016,28.790001,29.41,28.6,29.290001,29.290001,852600,3,0.02940147
6/1/2016,30.15,31.309999,29.9,31.07,31.07,2718000,4,0.068965447
6/2/2016,30.25,30.9,29.799999,29.84,29.84,1277400,5,-0.005471516
6/3/2016,29.99,30.15,29.299999,29.58,29.58,496500,6,0.01038874
6/6/2016,29.719999,30.08,29.450001,30,30,987200,2,0.016903313
6/7/2016,29.9,30.139999,29.59,29.860001,29.860001,1018400,3,0.004666633
6/8/2016,29.92,30.379999,29.83,30.09,30.09,677300,4,0.017414534
6/9/2016,29.92,30.120001,29.35,29.41,29.41,497900,5,0.000997042
6/10/2016,29.02,29.200001,28.129999,28.280001,28.280001,636500,6,-0.007140394
6/13/2016,28.15,28.43,27.75,27.99,27.99,326000,2,0.005304066
6/14/2016,27.85,29.07,27.75,29.049999,29.049999,415000,3,0.038585209
6/15/2016,29.01,29.48,28.620001,28.66,28.66,375400,4,0.0148021
6/16/2016,28.639999,28.639999,27.76,28.370001,28.370001,287000,5,-0.000697872
6/17/2016,28.530001,29.120001,28.209999,28.940001,28.940001,344000,6,0.026436376
6/20/2016,29.26,30.08,28.9,29.77,29.77,953700,2,0.039391809
6/21/2016,29.66,30.02,29.469999,29.870001,29.870001,617700,3,0.008397716
6/22/2016,29.76,30.155001,29.540001,29.809999,29.809999,383000,4,0.009541346
6/23/2016,30.059999,31.51,29.75,31.200001,31.200001,970800,5,0.057027878
6/24/2016,29.07,30.139999,28.440001,29.07,29.07,588200,6,-0.033974422
6/27/2016,28.6,29.030001,26.35,27.16,27.16,887800,2,-0.001375955
6/28/2016,27.790001,28.540001,27.24,28.540001,28.540001,640900,3,0.050810052
6/29/2016,29.16,30.35,29.1,30.32,30.32,640800,4,0.063419724
6/30/2016,30.42,31.110001,29.965,30.76,30.76,900600,5,0.026055442
7/1/2016,30.75,31.02,30.65,30.83,30.83,549100,6,0.008452536
7/5/2016,30.969999,30.969999,30.25,30.610001,30.610001,659200,3,0.004540999
7/6/2016,30.26,30.700001,30,30.65,30.65,382100,4,0.002940216
7/7/2016,30.620001,30.84,30.25,30.370001,30.370001,305200,5,0.006199021
7/8/2016,30.6,31.110001,30.541,31,31,889800,6,0.02436615
7/11/2016,31,32,30.879999,31.85,31.85,1049700,2,0.032258065
7/12/2016,32,33.25,31.950001,32.490002,32.490002,1448600,3,0.043956044
7/13/2016,32.779999,33,31.809999,31.99,31.99,593900,4,0.015697075
7/14/2016,32.41,32.5,31.889999,32.099998,32.099998,611600,5,0.015942482
7/15/2016,32.220001,32.459999,31.82,32.32,32.32,1150900,6,0.011214985
7/18/2016,32.790001,32.879002,31.91,32.200001,32.200001,779900,2,0.017295854
7/19/2016,32.34,33.349998,32.279999,33.259998,33.259998,1570100,3,0.035714191
7/20/2016,32.810001,33.57,32.73,33.09,33.09,1239200,4,0.009320566
7/21/2016,33.209999,33.490002,32.25,32.73,32.73,994100,5,0.012088305
7/22/2016,32.900002,33.459999,32.470001,32.869999,32.869999,1637000,6,0.022303666
7/25/2016,32.959999,33.099998,32.5,32.599998,32.599998,540600,2,0.006997232
7/26/2016,32.540001,32.73,31.83,32.549999,32.549999,802000,3,0.003987792
7/27/2016,32.98,33.52,32.790001,33.209999,33.209999,856900,4,0.029800339
7/28/2016,33.509998,34.57,33.43,34.27,34.27,1046900,5,0.040951552
7/29/2016,34.310001,34.759998,33.5,34.27,34.27,670900,6,0.014298162
8/1/2016,34.419998,34.48,33.091,34.049999,34.049999,729800,2,0.006127809
8/2/2016,34.220001,34.549999,32.849998,33.529999,33.529999,1203600,3,0.014684288
8/3/2016,34.970001,37.150002,33.200001,36.790001,36.790001,3353700,4,0.107963111
8/4/2016,35.849998,36.950001,35.549999,36.849998,36.849998,1561600,5,0.004349008
8/5/2016,37.060001,37.400002,36.360001,37.009998,37.009998,932100,6,0.014925482
8/8/2016,37.529999,38.740002,37.325001,38.310001,38.310001,1203300,2,0.046744234
8/9/2016,38.330002,39.23,38.009998,38.790001,38.790001,1356800,3,0.024014591
8/10/2016,39.130001,39.75,39.119999,39.290001,39.290001,1058500,4,0.02474862
8/11/2016,39.549999,40.93,39.549999,39.91,39.91,2145100,5,0.041740874
8/12/2016,39.919998,40.549999,39.009998,39.380001,39.380001,970400,6,0.016036056
8/15/2016,39.860001,39.900002,38.880001,39.080002,39.080002,1199200,2,0.013204697
8/16/2016,38.02,39.48,37,38.369999,38.369999,1924300,3,0.010235363
8/17/2016,38.900002,39.57,38.599998,38.740002,38.740002,5811300,4,0.03127446
8/18/2016,38.73,40.650002,38.68,40.25,40.25,2196900,5,0.049303043
8/19/2016,40.369999,42.790001,40.25,42.41,42.41,1738500,6,0.063105615
8/22/2016,42.709999,42.709999,41.389999,42.470001,42.470001,1015800,2,0.00707378
8/23/2016,42.98,43.619999,41.689999,41.759998,41.759998,1702800,3,0.02707789
8/24/2016,41.880001,42.650002,40.709999,40.939999,40.939999,792600,4,0.021312357
8/25/2016,40.779999,41.07,40.209999,40.630001,40.630001,942500,5,0.003175403
8/26/2016,40.810001,41.970001,40.810001,41.52,41.52,586400,6,0.032980555
8/29/2016,41.52,41.810001,41.07,41.389999,41.389999,389700,2,0.00698461
8/30/2016,41.419998,41.549999,40.880001,41.290001,41.290001,392700,3,0.003865668
8/31/2016,41.139999,41.41,40.799999,41.360001,41.360001,671900,4,0.002906248
9/1/2016,41.200001,41.400002,39.91,40.669998,40.669998,971500,5,0.000967142
9/2/2016,40.950001,43.779999,40.950001,42.419998,42.419998,1449800,6,0.07646917
9/6/2016,42.82,43.57,42.5,43.189999,43.189999,810200,3,0.027109902
9/7/2016,43.450001,43.68,42.32,42.779999,42.779999,523400,4,0.011345242
9/8/2016,42.700001,43.48,42.389999,43.209999,43.209999,651100,5,0.01636281
9/9/2016,42.650002,42.825001,40.740002,41.040001,41.040001,950600,6,-0.008909928
9/12/2016,40.080002,42.330002,39.779999,41.630001,41.630001,1029500,2,0.031432772
9/13/2016,41.18,41.540001,39.950001,40.57,40.57,590700,3,-0.002161902
9/14/2016,40.740002,41.743999,40.560001,40.900002,40.900002,579600,4,0.028937614
9/15/2016,41.209999,42.099998,40.77,41.77,41.77,523700,5,0.029339754
9/16/2016,41.860001,41.860001,40.810001,41.490002,41.490002,689300,6,0.00215468
9/19/2016,41.98,44.869999,41.790001,42.950001,42.950001,1682400,2,0.081465337
9/20/2016,43.130001,43.32,41.52,42.459999,42.459999,973200,3,0.008614645
9/21/2016,42.93,44.650002,42.75,44.5,44.5,1057000,4,0.051578028
9/22/2016,44.990002,45.200001,43.599998,43.860001,43.860001,1021600,5,0.01573036
9/23/2016,43.860001,43.970001,42.860001,43.349998,43.349998,627800,6,0.00250798
9/26/2016,43.119999,43.470001,42.900002,43.200001,43.200001,423000,2,0.002768235
9/27/2016,43.169998,44,43.02,43.869999,43.869999,464700,3,0.018518495
